recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,history_log
3,"6) $750 - $1,000",946.69,1,1,Urban,1,Phone,Mens E-Mail,1,0,0,1,6.852971690070712
9,3) $200 - $350,208.64,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,5.340610278738288
11,3) $200 - $350,214.1,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.366443195595637
2,"7) $1,000 +",1078.44,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.983270831458283
9,2) $100 - $200,124.81,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.826792580930363
9,2) $100 - $200,180.73,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.1970042048475475
11,2) $100 - $200,195.35,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.274792821501079
10,3) $200 - $350,216.77,1,1,Urban,1,Multichannel,Mens E-Mail,1,1,421.76,1,5.378836883606832
4,1) $0 - $100,61.05,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,4.111693200556713
4,4) $350 - $500,369.05,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.910932136216061
1,"7) $1,000 +",1937.04,0,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,7.568916313684227
3,1) $0 - $100,35.83,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.5787855313168624
10,2) $100 - $200,137.77,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.925585628056508
1,3) $200 - $350,288.64,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,5.665180236874259
3,3) $200 - $350,254.86,1,1,Rural,1,Web,Mens E-Mail,1,0,0,1,5.540714374784133
4,4) $350 - $500,372.62,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.920559133592207
12,1) $0 - $100,74.85,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,4.3154861108656375
2,3) $200 - $350,232.68,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,5.449664119042561
10,3) $200 - $350,326.05,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,5.787050743839211
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
6,5) $500 - $750,633.72,1,0,Urban,1,Multichannel,No E-Mail,0,0,0,0,6.451607216506842
2,2) $100 - $200,165.72,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.1102996172092015
2,1) $0 - $100,89.48,0,1,Rural,1,Phone,No E-Mail,1,0,0,0,4.494015136621929
1,1) $0 - $100,29.99,1,0,Urban,0,Web,No E-Mail,1,0,0,0,3.4008639927609177
4,3) $200 - $350,329.71,0,1,Rural,0,Phone,Mens E-Mail,1,0,0,1,5.798213480221301
9,1) $0 - $100,95.11,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,4.555034116494294
3,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,1,0,0,0,3.4008639927609177
4,3) $200 - $350,295.29,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.68795792430923
3,2) $100 - $200,152.96,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,5.030176449303092
2,4) $350 - $500,379.57,1,1,Urban,0,Web,No E-Mail,0,0,0,0,5.939039033054211
8,5) $500 - $750,718.83,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,6.5776248902655174
9,2) $100 - $200,110.03,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,4.700753055881822
1,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177
12,2) $100 - $200,115.55,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,4.74970333672039
11,4) $350 - $500,457.74,1,1,Surburban,0,Phone,No E-Mail,0,0,0,0,6.126301337330193
10,1) $0 - $100,43.47,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.772071045000701
5,2) $100 - $200,178.15,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.182625892051845
4,1) $0 - $100,42.33,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.745496054532832
5,1) $0 - $100,70.7,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.258445572902527
5,1) $0 - $100,97.45,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.57933942595357
1,3) $200 - $350,206.56,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,5.330590927098332
1,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
2,2) $100 - $200,123.94,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.819797577533961
5,1) $0 - $100,64.66,0,1,Surburban,1,Web,No E-Mail,1,0,0,0,4.169142772297287
4,"6) $750 - $1,000",787.56,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,6.668939558273632
5,1) $0 - $100,63.15,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.1455128487965
2,2) $100 - $200,125.48,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.832146383322478
3,2) $100 - $200,132.65,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.8877140805837485
1,"7) $1,000 +",1022.2,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0,1,6.929712446334179
1,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
3,2) $100 - $200,107.73,0,1,Urban,1,Web,No E-Mail,1,0,0,0,4.679628096906101
11,1) $0 - $100,65.67,1,0,Rural,1,Web,Mens E-Mail,1,1,147.19,1,4.184642200202881
9,2) $100 - $200,151.16,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,5.018338878481289
9,"6) $750 - $1,000",812.01,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.699512655356782
9,1) $0 - $100,39.25,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,3.6699514442284173
3,1) $0 - $100,33.38,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.507956918233689
3,2) $100 - $200,141.37,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.9513805668789415
4,"6) $750 - $1,000",884.15,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.784626731500986
3,"7) $1,000 +",1334.99,0,1,Rural,1,Web,No E-Mail,0,0,0,0,7.196679080169591
3,4) $350 - $500,396.89,1,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.983659164208323
11,1) $0 - $100,53.7,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.983413001514819
3,1) $0 - $100,31.97,1,0,Urban,0,Web,No E-Mail,1,0,0,0,3.4647979630717503
4,5) $500 - $750,683.4,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.527080339681191
9,1) $0 - $100,32.3,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.475067230228611
10,1) $0 - $100,55.73,0,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,4.020518601581445
6,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
6,4) $350 - $500,369.47,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.912069546293729
10,2) $100 - $200,162.56,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,5.091047164390117
6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
4,3) $200 - $350,246.47,0,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,5.507240282222274
1,3) $200 - $350,206.13,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.328507037711094
3,5) $500 - $750,508.28,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.231032476836334
11,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
1,4) $350 - $500,405.91,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0,0,6.006131460151378
1,4) $350 - $500,425.24,1,0,Urban,0,Multichannel,No E-Mail,1,0,0,0,6.052653715420404
1,2) $100 - $200,115.67,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,4.75074130930731
2,5) $500 - $750,709.39,1,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,6.564405445820657
8,2) $100 - $200,154.81,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,5.042198558552374
7,3) $200 - $350,214.73,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.369381424979041
9,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
3,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
7,2) $100 - $200,195.8,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.27709373009641
5,1) $0 - $100,49.71,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.906206120106581
12,1) $0 - $100,42.37,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,3.7464405646384678
4,1) $0 - $100,33.14,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,3.500741011998417
1,5) $500 - $750,733.1,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,6.597282118229541
5,1) $0 - $100,55,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,4.007333185232471
1,3) $200 - $350,273.29,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,5.610533502436571
8,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
11,3) $200 - $350,280.04,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,5.634932450108997
4,2) $100 - $200,129.79,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.865917759699667
1,1) $0 - $100,79.54,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,4.376260039779544
8,4) $350 - $500,392.97,1,0,Urban,0,Phone,Mens E-Mail,1,0,0,1,5.973733273077667
4,5) $500 - $750,741.39,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0,1,6.608526802629984
1,4) $350 - $500,380.97,1,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.942720631869052
10,1) $0 - $100,63.37,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,4.148990563335426
2,"7) $1,000 +",1171.62,1,0,Rural,1,Multichannel,No E-Mail,0,0,0,0,7.066142685480461
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
10,4) $350 - $500,350.42,1,1,Surburban,0,Phone,No E-Mail,1,0,0,0,5.8591324350589415
8,2) $100 - $200,109.92,1,0,Surburban,0,Web,Mens E-Mail,1,0,0,1,4.699752828474039
10,1) $0 - $100,42.69,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,3.7539647007698704
1,1) $0 - $100,29.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
4,1) $0 - $100,82.05,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,4.4073288175361
10,2) $100 - $200,113.24,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.7295094602436984
3,"7) $1,000 +",1968.2,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,7.584874698464885
10,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
3,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
1,3) $200 - $350,255.48,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.543144128693388
7,2) $100 - $200,161.24,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.082893938248965
10,1) $0 - $100,89.96,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.499365127091115
10,2) $100 - $200,111.34,0,1,Urban,1,Web,No E-Mail,1,0,0,0,4.7125885827553615
5,2) $100 - $200,126.31,0,1,Surburban,0,Web,Mens E-Mail,1,0,0,1,4.8387392027858835
4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0,1,3.4008639927609177
5,2) $100 - $200,122.66,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,4.809416300197838
8,4) $350 - $500,445.36,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.098882943875252
2,2) $100 - $200,142.22,1,0,Rural,0,Web,No E-Mail,0,0,0,0,4.957375154455372
9,1) $0 - $100,53.24,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.974809993526911
11,3) $200 - $350,227.34,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.426446694258565
4,5) $500 - $750,546.41,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,6.30336960969965
1,4) $350 - $500,360.99,0,1,Rural,0,Web,Mens E-Mail,0,0,0,1,5.888850257118181
2,2) $100 - $200,106.23,1,0,Urban,1,Web,No E-Mail,0,0,0,0,4.665606554791922
9,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
2,2) $100 - $200,187.39,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,5.233192006587575
9,2) $100 - $200,184.95,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.220085518278463
7,2) $100 - $200,117.41,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.76567208264212
9,1) $0 - $100,54.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.007151350519723
7,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
4,4) $350 - $500,379.4,1,0,Urban,1,Web,No E-Mail,0,0,0,0,5.938591057500914
1,1) $0 - $100,98.47,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.589751933259711
9,1) $0 - $100,34.25,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,3.5336865647082343
3,3) $200 - $350,232.81,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.45022267026119
8,1) $0 - $100,98.23,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.5873116676867784
10,5) $500 - $750,519.64,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.253136264127532
4,3) $200 - $350,317.43,1,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.76025732158418
3,3) $200 - $350,319.38,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.766381616412721
4,1) $0 - $100,76.04,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.331259517620229
9,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
1,3) $200 - $350,203.03,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.31335375137415
7,2) $100 - $200,167.92,0,1,Surburban,0,Phone,Mens E-Mail,1,1,91.59,1,5.1234876755123775
7,3) $200 - $350,342.1,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,5.835103091983559
1,2) $100 - $200,158.7,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.0670156275323635
9,2) $100 - $200,110.45,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,4.7045629298661265
1,3) $200 - $350,247.16,1,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,5.510035900192779
7,1) $0 - $100,85.21,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.445118797839864
7,5) $500 - $750,521.82,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,6.257322700829729
1,"7) $1,000 +",1001.75,1,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,6.909503749516254
9,"6) $750 - $1,000",758.66,1,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.631553719193281
7,3) $200 - $350,212.55,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,5.359177254804799
9,3) $200 - $350,341.28,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.83270325472304
3,1) $0 - $100,70.25,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,4.2520603082138555
5,2) $100 - $200,173.32,1,0,Rural,0,Phone,No E-Mail,1,0,0,0,5.155139596871709
4,"6) $750 - $1,000",869.59,0,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,6.7680218362008615
5,2) $100 - $200,184.81,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.219328270297665
6,3) $200 - $350,242.89,1,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.492608665955218
1,"6) $750 - $1,000",754.5,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.626055278207904
11,2) $100 - $200,119.15,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.780383203544751
12,2) $100 - $200,134.85,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.904163049585739
10,2) $100 - $200,152.52,1,0,Urban,0,Web,No E-Mail,1,0,0,0,5.027295734989363
4,2) $100 - $200,116.61,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.758835033532241
4,4) $350 - $500,398.28,1,0,Urban,0,Multichannel,No E-Mail,1,0,0,0,5.987155275519884
12,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177
6,1) $0 - $100,93.61,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.539137215383653
1,1) $0 - $100,49.25,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.8969093676180977
12,2) $100 - $200,196.18,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,5.27903260513617
2,2) $100 - $200,186.37,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.227733945092574
4,2) $100 - $200,122.48,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,4.807947751349428
7,1) $0 - $100,74.62,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.312408567793012
12,2) $100 - $200,151.9,0,1,Rural,1,Web,No E-Mail,0,0,0,0,5.023222409601727
2,4) $350 - $500,393.75,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,5.975716190139843
12,2) $100 - $200,105.82,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.661739537475985
8,3) $200 - $350,209.25,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.343529709369585
7,3) $200 - $350,213.43,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,5.363308910055477
8,3) $200 - $350,220.22,1,0,Urban,1,Web,No E-Mail,0,0,0,0,5.394627046685445
11,4) $350 - $500,372.88,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.921256652064486
9,2) $100 - $200,137.08,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,4.920564697006408
12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
7,1) $0 - $100,39.17,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,3.66791114767774
3,"6) $750 - $1,000",871.3,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.769986349237241
5,3) $200 - $350,323.09,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,5.77793092218126
3,"6) $750 - $1,000",875.72,1,0,Urban,1,Phone,No E-Mail,1,0,0,0,6.775046405139135
10,3) $200 - $350,293.44,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.6816731890681
11,3) $200 - $350,238.98,1,1,Urban,0,Web,Mens E-Mail,1,0,0,1,5.476379866421608
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
9,1) $0 - $100,92.41,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,4.526235197899949
1,5) $500 - $750,552.88,1,0,Surburban,1,Web,Mens E-Mail,1,0,0,1,6.315140979783139
10,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
10,1) $0 - $100,92.65,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.528828952731369
5,1) $0 - $100,69.15,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.236278058110767
10,3) $200 - $350,212.87,1,1,Urban,1,Web,Mens E-Mail,0,0,0,1,5.360681650744587
9,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
12,1) $0 - $100,38.14,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,3.641263600172273
2,2) $100 - $200,128.61,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.856784569277996
9,3) $200 - $350,285.97,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,5.6558869102130815
1,3) $200 - $350,208.34,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,5.3391713605563025
8,2) $100 - $200,149.31,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.006024681538572
2,4) $350 - $500,397.67,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.985622515624349
12,4) $350 - $500,385.77,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.955241336950457
10,1) $0 - $100,84.48,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.436514819957951
10,2) $100 - $200,165.33,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,5.107943476563253
7,3) $200 - $350,339.65,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.8279156756373105
9,3) $200 - $350,261.46,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.566281308133714
2,1) $0 - $100,62.87,1,0,Surburban,1,Web,No E-Mail,1,0,0,0,4.14106910239497
1,5) $500 - $750,617.92,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0,1,6.42635899924015
11,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
2,1) $0 - $100,34,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.5263605246161616
11,1) $0 - $100,51.68,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.945070859474346
8,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,1,0,0,0,3.4008639927609177
9,1) $0 - $100,81.17,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.3965457207730845
9,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
1,5) $500 - $750,541.42,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.294195317761281
2,5) $500 - $750,734.27,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.598876808386687
8,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
4,2) $100 - $200,110.83,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.707997495787562
2,1) $0 - $100,33.98,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.525772116243786
8,3) $200 - $350,323.3,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.778580684731388
9,1) $0 - $100,73.47,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.296877159632186
1,"6) $750 - $1,000",919.54,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,6.823873545001404
7,1) $0 - $100,37.12,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.6141559079179997
3,4) $350 - $500,394.79,1,1,Surburban,0,Phone,No E-Mail,1,0,0,0,5.9783539779578865
5,1) $0 - $100,29.99,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
5,4) $350 - $500,411.74,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,6.0203920821811625
11,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
11,2) $100 - $200,193.72,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,5.266413817535028
6,3) $200 - $350,305.16,0,1,Surburban,0,Web,Mens E-Mail,1,0,0,1,5.720836229222028
8,3) $200 - $350,322.24,1,0,Urban,0,Multichannel,Mens E-Mail,1,0,0,1,5.775296609530198
10,3) $200 - $350,258.6,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.555282466337757
2,2) $100 - $200,149.12,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,5.004751350937281
1,"6) $750 - $1,000",790.41,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,6.672551798175487
1,2) $100 - $200,184.61,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,5.218245491782478
1,5) $500 - $750,541.08,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.293567142220994
1,5) $500 - $750,627.69,1,0,Urban,1,Web,No E-Mail,0,0,0,0,6.44204641401927
10,3) $200 - $350,326.7,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.789042318607025
1,"6) $750 - $1,000",847.69,1,0,Urban,1,Web,Mens E-Mail,1,0,0,1,6.742515002918615
4,1) $0 - $100,47.63,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.863462814812769
8,1) $0 - $100,38.17,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.6420498667571386
5,1) $0 - $100,99.03,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,4.5954228345332115
12,2) $100 - $200,104.68,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,4.650908077661946
3,1) $0 - $100,45.99,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,3.8284239815518326
2,2) $100 - $200,100.84,1,0,Urban,0,Web,No E-Mail,0,0,0,0,4.6135351023197195
10,4) $350 - $500,365.88,0,1,Rural,1,Web,No E-Mail,0,0,0,0,5.902305410788164
3,5) $500 - $750,514.86,1,1,Surburban,1,Phone,No E-Mail,1,0,0,0,6.243895019047085
1,3) $200 - $350,276,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.62040086571715
6,2) $100 - $200,177.56,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,5.179308579965834
10,"6) $750 - $1,000",799.36,1,1,Rural,1,Phone,No E-Mail,1,0,0,0,6.683811407497158
8,1) $0 - $100,83.16,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.420766462989812
3,1) $0 - $100,98.88,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.59390699370938
4,5) $500 - $750,596.75,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,6.39149826521894
2,4) $350 - $500,376.5,1,0,Urban,0,Multichannel,No E-Mail,0,0,0,0,5.930918047239948
8,1) $0 - $100,30.93,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,3.4317265866969784
7,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
3,3) $200 - $350,344.97,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,5.843457456728683
2,1) $0 - $100,64.4,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.165113633110308
8,3) $200 - $350,224.77,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.415077657156736
1,"7) $1,000 +",1070.22,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,6.975619513798267
8,1) $0 - $100,53.2,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.9740583963475986
8,3) $200 - $350,286.11,0,1,Urban,0,Multichannel,No E-Mail,0,0,0,0,5.656376352258931
7,1) $0 - $100,97.94,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,4.584355046274172
11,4) $350 - $500,373.61,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,5.923212472591758
9,2) $100 - $200,128.66,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,4.857173265982854
